日期,二林,南投,埔里,大里,彰化,忠明,沙鹿,竹山,線西,西屯,豐原,三重,中壢,中山,古亭,土城,基隆,士林,大同,大園,平鎮,新店,新莊,松山,板橋,林口,桃園,永和,汐止,淡水,菜寮,萬華,萬里,觀音,陽明,龍潭,三義,新竹,湖口,竹東,苗栗,頭份,冬山,宜蘭,臺東,花蓮,關山,仁武,前金,前鎮,大寮,小港,屏東,左營,復興,恆春,林園,楠梓,橋頭,潮州,美濃,鳳山,善化,嘉義,安南,崙背,斗六,新港,新營,朴子,臺南,臺西,麥寮
2016-01-01,32.39,30.22,17.09,31.32,26.77,27.7,26.68,28.85,35.69,26.88,24.26,25.02,28.15,24.3,20.35,25.4,21.03,20.31,24.34,26.74,27.22,23.92,27.89,21.61,31.04,25.09,25.99,23.61,23.6,26.45,23.55,23.86,18.45,29.27,4.87,27.45,17.26,28.1,30.73,25.6,32.22,28.77,8.09,12.77,6.43,9.96,7.74,45.37,44.94,35.9,44.0,47.78,37.36,47.57,45.38,6.12,39.84,34.91,37.9,36.76,34.6,42.04,37.88,37.31,42.29,39.49,38.8,35.39,36.66,38.66,45.52,36.89,35.67
2016-01-08,24.29,27.03,19.43,20.32,21.97,21.05,20.48,29.13,26.98,21.56,18.41,19.87,22.26,20.06,17.39,21.12,20.79,16.55,19.12,21.99,21.21,21.91,22.22,20.48,24.29,21.64,20.28,20.38,20.82,23.12,19.54,19.8,18.95,25.29,5.86,24.56,15.08,19.18,23.56,21.26,21.62,21.6,9.45,14.49,8.32,13.38,9.09,36.52,39.08,31.73,40.8,38.07,31.07,41.21,40.39,7.21,35.53,32.1,35.12,34.32,30.74,34.66,30.19,32.43,31.76,29.19,27.53,26.31,30.51,29.23,33.5,28.15,28.17
2016-01-15,27.43,31.68,22.14,22.51,23.66,23.41,22.68,28.76,30.37,23.2,19.37,23.87,24.47,24.2,19.58,24.44,21.08,20.48,23.39,24.23,23.1,22.2,24.28,21.22,27.93,23.88,23.14,22.54,18.21,22.0,22.45,24.69,19.59,29.03,8.52,23.99,15.22,22.04,25.2,22.48,23.63,21.58,11.04,15.24,11.16,15.4,11.84,42.4,45.87,36.79,49.15,47.87,37.55,46.84,35.55,9.34,38.59,36.45,41.54,42.43,32.73,44.51,37.28,37.47,38.93,33.86,32.54,29.91,38.36,34.43,41.72,30.59,30.97
2016-01-22,19.35,24.92,15.86,18.55,18.53,17.08,15.22,23.72,20.64,18.67,16.26,17.41,17.83,16.96,14.08,16.43,13.38,13.82,16.28,17.54,17.7,18.08,18.79,17.68,20.59,18.53,16.28,17.2,14.51,21.32,16.01,16.85,11.59,18.5,8.39,17.8,10.01,15.0,19.47,19.02,14.44,15.95,6.45,10.92,7.04,12.62,9.01,31.96,32.38,26.37,34.57,32.02,29.67,33.11,61.56,5.84,28.0,27.69,29.24,31.03,27.82,30.34,25.46,28.63,26.14,24.46,25.35,22.1,27.35,22.47,27.73,20.57,21.57
2016-01-29,15.56,20.68,16.27,11.04,12.86,11.22,12.46,18.88,16.47,13.71,12.03,9.92,9.96,8.58,7.3,8.42,8.21,6.75,9.11,10.36,10.4,10.13,11.69,8.47,9.8,9.07,8.58,8.01,7.04,9.5,10.15,9.48,7.91,13.51,1.82,9.4,5.91,7.81,12.79,12.62,12.22,10.4,2.95,7.75,4.68,8.97,5.97,28.73,31.65,24.82,37.02,33.12,28.74,32.38,39.0,4.31,28.11,26.97,26.48,33.96,26.79,28.37,21.84,19.79,21.45,21.23,17.4,17.01,21.12,19.24,19.41,15.78,17.89
2016-02-05,41.67,37.51,27.94,35.83,38.03,35.91,35.79,35.93,41.56,37.74,33.13,32.76,36.23,37.5,10.59,29.18,26.45,27.83,30.73,37.75,36.34,32.25,32.24,30.42,35.11,26.81,35.01,31.66,25.82,29.2,27.82,31.83,22.98,40.38,18.44,40.64,24.85,32.06,36.07,34.72,33.07,29.25,18.09,23.15,18.9,24.56,19.87,39.89,42.17,35.2,40.75,41.85,39.8,44.51,38.36,13.8,40.66,37.3,34.16,43.01,35.78,39.93,46.82,46.53,51.75,51.92,45.55,46.04,51.16,49.24,36.46,40.83,42.26
2016-02-12,21.58,28.65,25.15,18.46,20.66,19.07,17.46,27.03,24.17,20.43,19.55,18.31,17.14,19.34,13.88,15.91,15.65,14.64,17.85,18.74,17.16,16.88,20.79,16.48,19.42,17.8,17.43,15.8,18.2,18.22,17.81,18.3,13.53,20.29,7.47,19.67,12.57,13.9,21.03,19.55,18.21,16.2,6.06,12.17,7.92,12.05,10.53,30.03,34.9,26.05,35.87,33.18,31.45,34.23,31.84,5.62,26.77,28.9,25.62,36.55,28.36,33.49,27.29,28.22,27.0,25.62,25.05,23.9,27.04,23.7,23.54,22.13,23.76
2016-02-19,30.87,42.99,38.07,30.44,32.99,30.28,27.86,41.84,32.75,35.07,29.85,20.09,20.17,21.65,17.46,18.72,20.21,16.87,19.84,23.28,21.09,21.98,20.57,21.71,21.64,17.69,19.98,20.68,20.41,20.34,17.98,22.68,17.24,25.54,11.76,22.7,18.73,19.9,25.93,23.88,29.55,20.92,10.73,15.44,12.77,16.17,12.92,47.74,51.98,38.9,51.59,50.63,51.81,53.75,48.11,10.14,43.97,45.4,42.44,53.85,47.0,50.69,43.98,45.9,42.72,39.31,43.29,39.21,43.25,39.06,46.91,29.8,33.52
2016-02-26,30.07,38.86,34.84,29.47,32.63,29.57,28.36,38.96,32.84,31.97,30.01,17.14,21.42,16.36,14.75,15.39,15.06,15.93,17.14,23.05,20.97,17.1,19.08,15.99,19.43,16.47,17.97,14.96,16.34,19.63,15.96,19.0,12.87,26.77,12.63,25.9,22.04,20.86,26.61,25.61,31.34,21.63,6.52,13.46,11.55,14.88,13.36,44.04,48.18,37.8,47.28,48.07,46.5,50.09,43.08,10.1,41.04,43.42,40.23,46.52,42.64,45.1,42.97,45.32,41.6,38.97,41.65,36.19,45.23,35.59,45.84,26.83,30.59
2016-03-04,36.83,37.38,32.7,28.52,34.33,32.09,34.85,31.22,39.12,34.84,25.5,23.81,30.41,22.34,17.66,26.19,16.34,21.93,27.28,28.65,31.88,19.76,28.5,19.51,29.16,23.6,29.08,19.24,18.15,26.91,24.38,23.63,14.08,28.0,11.23,31.43,21.53,24.7,29.84,33.58,38.06,26.87,6.91,12.71,6.35,11.09,8.82,37.96,38.55,28.32,45.45,43.14,37.32,41.89,35.38,6.22,37.73,34.83,31.0,40.18,31.14,37.44,34.38,39.88,37.98,42.92,37.16,36.27,38.68,40.23,38.86,35.18,39.71
