¤é´Á,¦a°Ï,²Î­p¸ê®Æ,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
2019-01-01,¦ËªF,¥­§¡­È,20.136309523809523,NaN,0.39714285714285713,NaN,3.269047619047619,11.170238095238096,14.438095238095238,18.83690476190476,20.738095238095237,12.138655462184873,0.08333333333333333,84.63095238095238,1.6708333333333332,NaN,202.54761904761904,205.76190476190476,1.2541666666666667,0.8738095238095237
2019-01-08,¦ËªF,¥­§¡­È,21.210714285714285,NaN,0.4364751552795031,NaN,4.08592132505176,11.490553830227745,15.566433747412008,19.18074534161491,32.8809053265575,16.61209701271813,0.0023809523809523716,82.61309523809523,1.8559265010351969,NaN,197.51190476190473,199.97023809523807,1.180952380952381,0.8380952380952381
2019-01-15,¦ËªF,¥­§¡­È,17.836923076923078,NaN,0.41280604661039444,NaN,2.17851966873706,11.021944842597017,13.198494319689972,27.851619153793063,32.824374900461855,18.142976588628763,0.08716356107660454,79.2793956043956,1.8467948717948717,NaN,167.66245421245418,163.7234432234432,2.224349816849817,1.6920238095238094
2019-01-22,¦ËªF,¥­§¡­È,15.039880952380953,NaN,0.3482867494824016,NaN,2.2250541125541123,9.62288961038961,11.84724025974026,30.31262939958592,39.84135610766045,20.90320910973085,0.0,71.73214285714286,2.16286231884058,NaN,132.53571428571428,133.91071428571428,2.3017857142857143,1.9238095238095239
2019-01-29,¦ËªF,¥­§¡­È,17.869047619047617,NaN,0.4807505175983437,NaN,2.307686335403727,11.24495341614907,13.537111801242235,25.70046583850932,41.72386128364389,25.332815734989648,0.004761904761904757,76.2202380952381,2.0772774327122154,NaN,163.91071428571428,166.66666666666666,1.863690476190476,1.4964285714285717
2019-02-05,¦ËªF,¥­§¡­È,17.66547619047619,NaN,0.31716356107660454,NaN,1.6899327122153207,7.346092132505176,9.021143892339545,24.737707039337472,31.929347826086957,18.023809523809522,0.0035714285714285574,82.86309523809523,1.254089026915114,NaN,162.7738095238095,177.05357142857142,1.8607142857142855,1.495238095238095
2019-02-12,¦ËªF,¥­§¡­È,18.449404761904763,NaN,0.3626785714285714,NaN,2.4279761904761905,10.08452380952381,12.508333333333335,20.438095238095237,28.678571428571427,17.488095238095237,0.0011904761904761858,85.69642857142857,1.4345238095238098,NaN,150.67261904761904,155.1547619047619,1.6458333333333335,1.2452380952380953
2019-02-19,¦ËªF,¥­§¡­È,17.939285714285713,NaN,0.4190036231884058,NaN,2.82653162055336,11.866205533596839,14.676070487483532,24.083152173913042,33.58954451345756,20.87286059351277,0.35186335403726704,87.64285714285714,1.5497412008281575,NaN,184.047619047619,178.88095238095235,1.7095238095238094,1.2922619047619048
2019-02-26,¦ËªF,¥­§¡­È,18.60238095238095,NaN,0.44708333333333333,NaN,2.333333333333333,11.4375,13.76488095238095,22.47083333333333,40.93814699792961,20.908126293995856,0.17857142857142858,84.89285714285714,1.4732142857142858,NaN,164.80357142857142,172.04166666666666,1.4535714285714287,1.036904761904762
2019-03-05,¦ËªF,¥­§¡­È,15.875,NaN,0.42943840579710146,NaN,2.4975672877846793,11.802173913043477,14.297955486542444,27.247851966873707,23.231107660455486,12.263999044433827,1.2077122153209108,88.67857142857143,1.4040113871635609,NaN,145.01190476190476,156.98214285714283,1.619642857142857,1.163095238095238
2019-03-12,¦ËªF,¥­§¡­È,18.78333333333333,NaN,0.4074489795918367,NaN,1.8623447204968944,11.764192546583851,13.61883022774327,30.134608843537418,42.87707039337473,20.970238095238095,0.028571428571428557,71.3452380952381,2.0247807017543855,NaN,161.48214285714286,158.29761904761904,1.5392857142857144,1.2202380952380953
2019-03-19,¦ËªF,¥­§¡­È,19.857738095238094,NaN,0.3915269151138716,NaN,2.4680194805194806,10.771969696969697,13.23095238095238,31.60432194616977,39.19892245435724,19.214285714285715,0.22738095238095238,83.61309523809523,1.7565476190476192,NaN,158.4880952380952,151.57142857142858,1.869642857142857,1.5107142857142857
2019-03-26,¦ËªF,¥­§¡­È,20.788690476190474,NaN,0.34559523809523807,NaN,1.3246212121212122,9.040259740259739,10.37245670995671,39.85595238095238,36.148809523809526,13.238095238095237,0.0964285714285714,80.125,1.3541666666666667,NaN,145.16666666666666,146.2202380952381,1.7922619047619046,1.3785714285714286
2019-04-02,¦ËªF,¥­§¡­È,21.494642857142857,NaN,0.3974145962732919,NaN,1.4695652173913045,9.601863354037267,11.049818840579713,36.95693581780539,41.40450310559006,18.503623188405793,0.0107142857142857,83.88690476190477,1.7318840579710144,NaN,190.53571428571428,187.86904761904762,1.3714285714285714,1.0416666666666667
2019-04-09,¦ËªF,¥­§¡­È,21.897023809523805,NaN,0.3252380952380952,NaN,1.6178571428571427,8.413095238095238,10.023809523809524,36.76547619047619,32.19642857142857,16.577380952380953,0.22142857142857145,82.33333333333334,1.6273809523809522,NaN,154.86904761904762,164.0535714285714,1.8285714285714287,1.3773809523809526
2019-04-16,¦ËªF,¥­§¡­È,23.145833333333336,NaN,0.37858695652173907,NaN,1.2401915113871635,10.786878881987576,12.026423395445134,33.807116977225675,35.8993271221532,18.049689440993788,0.6869047619047618,84.77380952380952,1.8393398268398269,NaN,194.3392857142857,190.1488095238095,1.4363095238095238,1.031547619047619
2019-04-23,¦ËªF,¥­§¡­È,26.658333333333335,NaN,0.2846428571428571,NaN,1.5232142857142859,8.025,9.542857142857143,34.05238095238095,36.547619047619044,15.507505175983438,0.0011904761904761858,75.23809523809523,1.8833333333333333,NaN,177.1845238095238,174.66071428571425,1.906547619047619,1.4559523809523809
2019-04-30,¦ËªF,¥­§¡­È,21.816666666666663,NaN,0.2787034161490683,NaN,1.5960041407867496,6.97409420289855,8.533975155279503,38.480822981366465,29.011387163561075,8.642339544513458,0.6726190476190476,81.60714285714286,1.2994306418219461,NaN,130.16071428571428,139.42261904761907,1.9589285714285716,1.4654761904761904
2019-05-07,¦ËªF,¥­§¡­È,22.81904761904762,NaN,0.3062370600414078,NaN,1.8571428571428572,9.064130434782609,10.896169772256728,33.55693581780538,28.405797101449274,9.876623376623376,0.15962732919254657,85.91071428571429,1.380978260869565,NaN,183.56547619047618,182.625,1.6708333333333332,1.293452380952381
