¤é´Á,¦a°Ï,²Î­p¸ê®Æ,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
2017-01-01,®ç¶é,¥­§¡­È,21.696428571428573,1.97797619047619,0.5297619047619048,0.19119047619047613,5.952976190476191,20.673214285714284,26.65654761904762,23.01845238095238,42.470238095238095,22.607142857142858,NaN,78.54166666666666,4.319642857142857,2.1601190476190477,137.99821428571428,140.3738095238095,1.3738095238095238,1.0327380952380953
2017-01-08,®ç¶é,¥­§¡­È,17.779761904761905,1.9733695652173913,0.544945652173913,0.1292800677583286,3.1324016563146997,16.13545548654244,19.23762939958592,29.85005175983437,39.21247412008281,20.38664596273292,NaN,78.78571428571429,4.272619047619047,2.105637116506682,84.70119047619048,88.93452380952381,1.9476190476190476,1.538095238095238
2017-01-15,®ç¶é,¥­§¡­È,15.928571428571429,1.9172619047619046,0.39559523809523806,0.11124999999999996,3.339285714285714,14.719642857142857,18.06309523809524,28.40357142857143,30.71428571428571,12.428571428571429,0.41428571428571426,80.19642857142857,3.300595238095238,2.0255952380952382,118.49583333333332,113.51785714285714,1.7553571428571428,1.2863095238095237
2017-01-22,®ç¶é,¥­§¡­È,16.0,1.9315476190476188,0.35551242236024844,0.09455227743271218,2.527225672877847,12.656961697722567,15.149249482401656,36.412603519668735,36.26863354037267,14.497294372294371,NaN,71.33333333333333,3.514544513457557,2.0253623188405796,104.13452380952381,109.07738095238095,2.185714285714286,1.7910714285714284
2017-01-29,®ç¶é,¥­§¡­È,17.922619047619047,1.9660973084886126,0.4153571428571428,0.10986283643892335,3.330952380952381,14.24345238095238,17.54047619047619,28.33511904761905,36.225931677018636,17.79399585921325,NaN,76.91666666666666,2.9607683982683985,2.070678053830228,115.44642857142857,117.4940476190476,2.0702380952380954,1.7101190476190475
2017-02-05,®ç¶é,¥­§¡­È,14.851785714285713,1.980424430641822,0.40675183512140034,0.09102018633540368,2.2785932221858998,12.615682062298603,14.909701271813073,36.90182335780162,44.06211180124223,23.897186147186147,NaN,68.39880952380952,2.8202740582398964,2.0625569358178053,97.27927018633541,104.3677536231884,1.966899585921325,1.4095755693581782
2017-02-12,®ç¶é,¥­§¡­È,17.696428571428573,2.010181704260652,0.4964880952380953,0.18887531328320797,4.921343537414965,20.054166666666667,24.928571428571427,35.52083333333333,41.01164596273292,21.351966873706004,NaN,63.517857142857146,3.173809523809524,2.2054511278195488,126.11904761904762,123.03571428571429,1.9523809523809526,1.605357142857143
2017-02-19,®ç¶é,¥­§¡­È,17.136904761904763,2.020703933747412,0.5161387163561076,0.17948580690857577,4.61357519292302,19.65357142857143,24.26758658008658,28.380693581780537,32.727743271221534,17.29528985507246,1.5637777777777777,82.64880952380952,2.6763457556935815,2.1968222185899533,114.16071428571429,122.19642857142857,1.5916666666666668,1.0422619047619048
2017-02-26,®ç¶é,¥­§¡­È,14.934523809523808,2.0384057971014493,0.5395238095238095,0.1672489648033126,5.505952380952381,20.59642857142857,26.11547619047619,34.54642857142857,46.051759834368525,24.28726708074534,NaN,75.89285714285714,3.6375258799171846,2.197851966873706,111.81428571428572,120.22619047619047,1.5738095238095238,1.176190476190476
2017-03-05,®ç¶é,¥­§¡­È,16.303571428571427,2.033928571428571,0.5356004140786749,0.15976190476190477,3.6462991718426503,20.340398550724636,23.98524844720497,40.00142339544514,42.336956521739125,23.486542443064184,1.0230773420479302,81.25595238095238,3.6117391304347826,2.1875,109.72500000000001,112.88630952380952,1.7416666666666667,1.3565476190476191
2017-03-12,®ç¶é,¥­§¡­È,17.220238095238095,1.968193581780538,0.41736283643892336,0.14455745341614903,2.7070910973084885,16.938354037267082,19.72562111801242,34.47023809523809,34.820910973084885,17.836956521739133,1.0691575091575092,83.09523809523809,3.395833333333333,2.115320910973085,148.58809523809524,141.04583333333332,1.2851190476190477,0.8029761904761905
2017-03-19,®ç¶é,¥­§¡­È,19.66785714285714,2.019642857142857,0.5598639455782313,0.18443877551020407,4.8546768707483,18.853146258503404,23.693027210884356,35.94668367346939,29.4047619047619,15.718977591036415,1.5580952380952382,80.5047619047619,3.9394742679680568,2.2028911564625853,130.06535714285715,145.93660714285713,1.5250000000000001,1.0525
2017-03-26,®ç¶é,¥­§¡­È,18.523809523809522,2.0707792207792206,0.5952096273291926,0.1930411255411255,3.542857142857143,22.671915584415583,26.190584415584414,41.02981366459627,70.07479296066252,36.34316770186336,NaN,71.66071428571429,5.393840579710145,2.2636904761904764,119.76904761904761,130.6547619047619,1.4339285714285717,1.0220238095238094
2017-04-02,®ç¶é,¥­§¡­È,21.95436507936508,2.0650103519668734,0.5930244996549344,0.22471187025534853,5.05685817805383,23.14956866804693,28.220039682539685,39.545721187025535,56.847826086956516,31.357919254658384,NaN,62.03968253968254,4.982815734989648,2.289156314699793,147.07142857142858,145.34523809523807,1.362687969924812,0.9964285714285713
2017-04-09,®ç¶é,¥­§¡­È,22.678571428571427,2.02797619047619,0.5981547619047619,0.22351190476190474,5.2277950310559005,22.037448240165627,27.260351966873706,29.697619047619046,44.78947368421053,23.288847117794486,1.5629960317460319,76.05952380952381,4.880357142857143,2.256547619047619,142.47619047619045,145.54166666666666,1.5238095238095237,1.1976190476190476
2017-04-16,®ç¶é,¥­§¡­È,24.86904761904762,2.030305383022774,0.5290398550724638,0.20162784679089024,4.118668831168831,19.728787878787877,23.853733766233766,26.76573498964803,48.194099378881994,25.92883022774327,1.075122549019608,78.2202380952381,4.144642857142857,2.228493788819876,173.49404761904762,174.83273809523808,1.2261904761904763,0.8595238095238095
2017-04-23,®ç¶é,¥­§¡­È,20.66304347826087,2.037241200828157,0.5505305383022774,0.21705227743271216,6.039710884353741,22.508588435374147,28.555442176870745,39.463457556935815,44.09627329192546,19.9593685300207,NaN,71.91278467908901,4.665113871635611,2.2648809523809526,117.39880952380952,116.78571428571429,1.5559523809523808,1.2571428571428573
2017-04-30,®ç¶é,¥­§¡­È,25.410714285714285,2.0820910973084885,0.601850414078675,0.236917701863354,4.7065217391304355,24.072851966873703,28.75424430641822,29.4861801242236,49.6741718426501,27.79606625258799,NaN,69.9047619047619,6.874767080745342,2.322153209109731,141.75059523809523,140.4779761904762,1.0922619047619049,0.7476190476190476
